ID  ※重複不可　バージョンアップで称号を追加した時にずれないようにするためのもの,"word
称号用ワード

※英語追加時、半角スペースを入れた称号は作成しない。

※英語関連は単語の最初は大文字","furigana
ふりがな","publish_type
配布・販売種別

 'shop'
 => '一般称号(販売)',
 'login'     
=> '一般称号(期間内ログインで配布)',
'medal'    
 => 'メダル称号',
 'record'    
=> '特別称号(実績に応じて配布)',
 'evet'     
 => '特別称号(イベント時プレイにより配布)'
 'special'  
 => '特別称号(手動配布)',
","index
販売・設定用索引キー

aa:あ行
ka:か行
sa:さ行
taた行
naな行
haは行
maま行
yaや行
raら行
waわ行
a-z : アルファベット
number:数字
symbol:記号
other:その他
medal:メダル
special:特別","sub_index
サブ索引キー

あ,い,う,え,お などの2番目の索引。indexがひらがなのもののみ記入してください

あかさたな・・
a,ka,sa,ta,na,. ..
いきしちに・・
i,ki,si,ti,ni, ...
うくすつぬ・・
u,ku,su,tu,nu...
・・・","publish_start
配布開始日時

「一般称号(期間内ログインで配布)」「特別称号(イベント時プレイにより配布)」で使
用","publish_end
配布終了日時

「一般称号(期間内ログインで配布)」「特別称号(イベント時プレイにより配布)」で使
用","event_key
対応するイベントNO

「特別称号(イベント時プレイにより配布)」で使用

※イベントフラグと
連動しますので、これ単独で設定をしても配布されることはありません

※本来はNOが入るがとりあえず、今は名前で代用","medal_key
対応するメダルNO

「メダル称号」で使用<br />

※メダルフラグと連動しますので、これ単独で設
定をしても配布されることはありません","record_key
対応する実績条件キー

「特別称号(実績に応じて配布)」で使用


※本来は条件キーが入るが、今は名前で代用","publish_status
配布ステータス

1:配布中
0:配布停止

一般称号（販売用）とイベント称号の時に使用。
これが0の時には、販売や配布を停止する

後から追加予定のものはここを0にして書いておいて頂いても大丈夫です","use_status
使用ステータス

1:称号に使用可
0:不可

0の場合には称号設定画面で選択できない

基本的には使うことはない想定のステータスだが、念のため用意

後から追加予定のものはここを0にして書いておいても大丈夫です",タイムスタンプ,メモ,パッチDLC番号,DLC番号,"称号プレート番号(仮)
1xxy
xx … キャラ番号(chrxx)
y … 0銅 1銀 2金 3虹",アンロック用文字列,キャラ番号(特別称号フィルタ),DLC番号
2024,軋間紅摩見習い,きしまこうまみならい,shop,ka,ki,,,,,,1,1,,,0,0,1061,chr006_title_com_1,6,0
2025,軋間のぼっちゃん,きしまのぼっちゃん,shop,ka,ki,,,,,,1,1,,,0,0,1061,chr006_title_ach_1,6,0
2026,鬼種,きしゅ,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2027,希少種,きしょうしゅ,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2028,鬼神,きしん,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2029,奇人,きじん,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2030,キス,きす,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2031,寄生,きせい,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2032,忌憚のない,きたんのない,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2033,貴重,きちょう,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2034,キッズ,きっず,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2035,狐,きつね,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2036,きのこ,きのこ,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2037,気の迷い,きのまよい,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2038,牙,きば,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2039,厳しい,きびしい,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2040,飢貧,きひん,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2041,基本に忠実なのはいいよね,きほんにちゅうじつなのはいいよね,shop,ka,ki,,,,,,1,1,,,0,0,1031,chr003_title_cs_2,3,0
2042,君,きみ,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2043,きめえ,きめえ,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2044,鬼門,きもん,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
4146,キャーンズ,きゃーんず,shop,ka,ki,,,,,,1,1,,,0,0,1161,chr016_title_ach_1,16,23
2045,客,きゃく,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2046,キャスター,きゃすたー,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2047,キャノン,きゃのん,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2048,キャラ,きゃら,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2049,ギャラクシー,ぎゃらくしー,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2050,キャリア,きゃりあ,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2051,キャリー,きゃりー,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2052,キャンセル,きゃんせる,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2053,ギャンブル,ぎゃんぶる,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2054,究極,きゅうきょく,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2055,吸血,きゅうけつ,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2056,吸血鬼,きゅうけつき,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
4125,吸血鬼ってズルくなぁい？,きゅうけつきってずるくなぁい,shop,ka,ki,,,,,,1,1,,,0,0,1141,chr014_title_cs_2,14,19
2057,吸血衝動,きゅうけつしょうどう,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2058,吸収,きゅうしゅう,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2059,急襲,きゅうしゅう,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2060,救世,きゅうせい,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2061,きゅん,きゅん,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2062,キュン,きゅん,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2063,キュン死,きゅんし,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2064,凶,きょう,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2065,強,きょう,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2066,狂,きょう,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2067,教育,きょういく,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2068,教育してさしあげます,きょういくしてさしあげます,shop,ka,ki,,,,,,1,1,,,0,0,1022,chr002_title_battle_1,2,0
2069,驚異的,きょういてき,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2070,饗宴,きょうえん,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2071,境界,きょうかい,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2072,教会,きょうかい,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2073,協会,きょうかい,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2074,教会の代行者,きょうかいのだいこうしゃ,shop,ka,ki,,,,,,1,1,,,0,0,1083,chr008_title_ach_3,8,0
2075,狂気,きょうき,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2076,胸筋,きょうきん,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2077,教師,きょうし,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2078,凝視,ぎょうし,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2079,郷愁,きょうしゅう,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2080,極東の島国,きょくとうのしまぐに,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2081,巨人,きょじん,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2082,巨乳,きょにゅう,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2083,拒否,きょひ,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2084,虚無,きょむ,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2085,キラー,きらー,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2086,キラキラ,きらきら,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2087,義理,ぎり,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2088,キリング,きりんぐ,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2089,キロバイト,きろばいと,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2090,金,きん,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2091,銀,ぎん,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2092,銀色,ぎんいろ,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2093,金貨,きんか,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2094,銀河,ぎんが,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2095,緊急,きんきゅう,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2096,近距離,きんきょり,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2097,キング,きんぐ,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2098,金星,きんせい,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2099,禁断,きんだん,shop,ka,ki,,,,,,1,1,,,0,0,-1,-1,-1,0
2100,区域,くいき,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2101,空域,くういき,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2102,空間,くうかん,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2103,空仰,くうぎょう,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2104,空隙,くうげき,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2105,空前絶後の,くうぜんぜつごの,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2106,偶像,ぐうぞう,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2107,空想具現化,くうそうぐげんか,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2108,空中,くうちゅう,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2109,空白,くうはく,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2110,空白期間,くうはくきかん,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2111,クール,くーる,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2112,区切り,くぎり,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2113,苦言,くげん,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2114,草,くさ,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2115,くさい,くさい,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2116,腐ってる,くさってる,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2117,楔,くさび,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2118,草不可避,くさふかひ,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2119,苦渋の決断,くじゅうのけつだん,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2120,下り,くだり,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2121,口だけ,くちだけ,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2122,屈辱,くつじょく,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2123,屈辱的,くつじょくてき,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2124,くっつき,くっつき,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2125,くどい,くどい,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2126,駆動,くどう,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2127,駆動力,くどうりょく,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2128,口説き文句,くどきもんく,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2129,熊,くま,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2130,悔しさ,くやしさ,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2131,くらい,くらい,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2132,グラインド,ぐらいんど,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2133,喰らう,くらう,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2134,海月,くらげ,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2135,クラス,くらす,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2136,クラッカー,くらっかー,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2137,クラッシュ,くらっしゅ,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2138,クラブ,くらぶ,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2139,暗闇,くらやみ,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2140,グランド,ぐらんど,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2141,クリスタル,くりすたる,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2142,ぐるぐる,ぐるぐる,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2143,紅赤朱,くれないせきしゅ,shop,ka,ku,,,,,,1,1,,,0,0,1023,chr002_title_ach_3,2,0
2144,黒い,くろい,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2145,クロウ,くろう,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2146,苦労,くろう,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2147,黒帯,くろおび,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2148,黒き,くろき,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2149,クロス,くろす,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2150,クロスオーバー,くろすおーばー,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2151,黒歴史,くろれきし,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2152,君主,くんしゅ,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2153,勲章,くんしょう,shop,ka,ku,,,,,,1,1,,,0,0,-1,-1,-1,0
2154,系,けい,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2155,敬意,けいい,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2156,経緯,けいい,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2157,軽快,けいかい,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2158,計画的,けいかくてき,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2159,景気,けいき,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2160,経験者,けいけんしゃ,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2161,経験値,けいけんち,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2162,稽古,けいこ,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2163,警察,けいさつ,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2164,継承,けいしょう,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2165,警鐘,けいしょう,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2166,警鐘を鳴らす,けいしょうをならす,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2167,形成逆転,けいせいぎゃくてん,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2168,継続,けいぞく,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2169,継続は力,けいぞくはちから,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2170,警備,けいび,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2171,警備員,けいびいん,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2172,警報,けいほう,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2173,契約,けいやく,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
4161,ケーキマニア,けーきまにあ,shop,ka,ke,,,,,,1,1,,,0,0,1172,chr017_title_battle_2,17,24
2174,ゲーム,げーむ,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2175,激進,げきしん,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2176,撃滅,げきめつ,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2177,けじめ,けじめ,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2178,化身,けしん,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2179,下段,げだん,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2180,蹴散らしてあげましょう！,けちらしてあげましょう,shop,ka,ke,,,,,,1,1,,,0,0,1002,chr000_title_battle_1,0,0
2182,欠勤,けっきん,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2183,月桂樹,げっけいじゅ,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2184,月光,げっこう,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2185,結婚,けっこん,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2186,結晶,けっしょう,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2187,血晶,けっしょう,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2188,潔癖症,けっぺきしょう,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2189,健気,けなげ,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2190,懸念点,けねんてん,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2191,下品,げひん,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2192,化仏,けぶつ,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2193,ケミカル,けみかる,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2194,煙,けむり,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2195,獣,けもの,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2196,ケモミミ,けもみみ,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2197,けれども,けれども,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2198,剣,けん,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2199,現役,げんえき,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2200,限界,げんかい,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2201,剣士,けんし,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2202,賢者,けんじゃ,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2203,幻獣,げんじゅう,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2204,原初の一,げんしょのいち,shop,ka,ke,,,,,,1,1,,,0,0,1103,chr010_title_ach_3,10,0
2205,原石,げんせき,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2206,剣僧の教え子,けんそうのおしえこ,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2181,原理血戒,げんりけっかい,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2207,幻惑,げんわく,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2208,眩惑,げんわく,shop,ka,ke,,,,,,1,1,,,0,0,-1,-1,-1,0
2209,子,こ,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2210,恋,こい,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2211,小一時間,こいちじかん,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2212,恋人,こいびと,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2213,恋わずらい,こいわずらい,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2214,コイン,こいん,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2215,高圧的,こうあつてき,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2216,好印象,こういんしょう,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2217,業火,ごうか,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2218,高学歴,こうがくれき,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2219,狡猾,こうかつ,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2220,光輝,こうき,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2221,高貴,こうき,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2222,好奇心,こうきしん,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2223,攻撃,こうげき,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2224,攻撃的,こうげきてき,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2225,豪傑,ごうけつ,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2226,侯爵,こうしゃく,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2227,公爵,こうしゃく,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2228,向上,こうじょう,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2229,恒常的,こうじょうてき,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2230,交渉人,こうしょうにん,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2231,香水,こうすい,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2232,構成,こうせい,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2233,拘束,こうそく,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2234,構築,こうちく,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2235,皇帝,こうてい,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2236,鋼鉄,こうてつ,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2237,後輩,こうはい,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2238,紅摩,こうま,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2239,傲慢,ごうまん,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2240,荒野,こうや,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2241,紅葉,こうよう,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2242,強欲,ごうよく,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2243,剛力,ごうりき,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2244,剛力無双,ごうりきむそう,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2245,効率,こうりつ,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2246,効率化,こうりつか,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2247,攻略,こうりゃく,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2248,交流,こうりゅう,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2249,降臨,こうりん,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2250,煌朧,こうろう,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2251,コード,こーど,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2252,コーラル,こーらる,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2253,氷,こおり,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2254,ゴールデン,ごーるでん,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2255,ゴールド,ごーるど,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2256,ゴーレム,ごーれむ,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2257,虚空,こくう,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2258,国外,こくがい,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2259,国際,こくさい,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2260,黒帝,こくてい,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2261,国内,こくない,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2262,告白,こくはく,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2263,告発,こくはつ,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2264,国民的,こくみんてき,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2265,ここに、契約は完了した,ここにけいやくはかんりょうした,shop,ka,ko,,,,,,1,1,,,0,0,1121,chr012_title_cs_2,12,0
2266,心の友,こころのとも,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2267,虎視眈々,こしたんたん,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2268,ご指導,ごしどう,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2269,ゴシック,ごしっく,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2270,拗らせ,こじらせ,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2271,コスト,こすと,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2272,コスパ,こすぱ,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2273,コスモ,こすも,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2274,コスモス,こすもす,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2275,擦り,こすり,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2276,こそ,こそ,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2277,古代兵器,こだいへいき,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2278,告解室,こっかいしつ,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2279,極寒,ごっかん,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2280,コックさん,こっくさん,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2281,黒鍵,こっけん,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2282,ゴッド,ごっど,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2283,孤独,こどく,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
